,9wdb95,9we1bp,9w1zzg,9w1wf0,9w3h8n,9w94m0,9qqk6u,9qw0kp,9mzqxj,9w01f3,9qndpr,9mvgw4,9mudw2,9qj152,9rpbwn,9q5sgb,9q5fm0,9mupsy,9q5zqv,9q8yqr,9q9jb9,9qc0p1,9q9m24,9q97v8,9q9hq4,9qd9xh,9qe6tq,9qdbm8,9qct8r,9qben2,9pr8ne,9r4bc7,9q6tde,9q713t,9q613c,9q9fy1,9q92vz,9qc63x,9r13pb,9r321k,9qcbq0,9qcem3,9qcxqg,9qcjcp,9r1jcf,9qcggm,9qbbed,9qbcde,9r106e,9r3wzq,9r9uxw,9rg8bx,9rcvn1,c245ue,c21g7y,c21g7u,c2e2u0,c26crp,c2kx95,c2967d,c237sz,9rb6wg,9r88yx,c2c10y,c2u6xt,9rwgcr,9rx7st,c8h5zm,c2r8x7,c82vu4,9x6z6m,9xkgmv,9x3mfn,9r50xy,9rkf69,9rn2tf,9x27ep,9x47er,9wdr2q,9wbmjr,9x0gc5,9x0ryy,9wve62,9x5w98,9r0vxp,9q9wtp,9qcf5u
2020-01-01 00:00:00+00:00,20.65,156.1,308.3,279.5,0.0,0.0,0.0,39.0,0.0,2226.45,45.0,253.05,943.55,518.05,0.0,118.3,1426.3,2900.75,21.0,24.0,5.4,450.65,24.8,67.5,0.0,39.55,0.0,96.7,68.25,0.0,0.0,0.0,53.85,802.6,17.5,352.0,22.25,115.3,0.0,0.0,154.1,183.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6,0.0,0.0,0.0,24.65,0.0,0.0,29.35,0.0,131.85,68.7,375.1,5.75,0.0,81.1,0.0,247.95,0.0,207.8,72.15,0.0,0.0,1186.9,55.3,0.0,0.0,0.0,27.3,9.0,0.0,0.0,7.5,349.45,1823.2,0.0,93.0,309.55,0.0
2020-03-01 00:00:00+00:00,21.15,162.15,323.25,330.35,0.0,0.0,0.0,40.0,0.0,2497.4,60.5,297.9,1002.4,529.25,0.0,119.4,1632.05,2945.45,24.1,27.4,5.7,463.0,32.3,67.5,0.0,41.3,0.0,106.6,71.65,0.0,0.0,0.0,55.8,812.5,19.45,378.0,23.65,124.25,0.0,0.0,170.7,197.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,0.0,0.0,0.0,24.65,0.0,0.0,28.95,0.0,127.1,69.9,416.75,6.55,0.0,84.6,0.0,221.85,0.0,217.75,101.55,0.0,0.0,1405.6,72.0,0.0,0.0,0.0,31.95,13.3,0.0,0.0,8.25,425.05,1955.65,0.0,91.55,321.8,0.0
2020-06-01 00:00:00+00:00,20.5,147.6,278.1,274.25,0.0,0.0,0.0,36.8,0.0,2075.0,45.0,235.05,925.7,519.1,0.0,118.3,1394.25,2868.05,19.5,21.8,5.4,428.6,24.8,67.5,0.0,36.45,0.0,93.9,69.35,0.0,0.0,0.0,51.6,748.85,16.5,327.05,22.0,114.0,0.0,0.0,147.1,181.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,24.65,0.0,0.0,28.1,0.0,99.85,60.0,336.9,5.75,0.0,67.0,0.0,207.7,0.0,188.25,66.15,0.0,0.0,1123.9,49.35,0.0,0.0,0.0,23.25,7.0,0.0,0.0,7.0,330.75,1722.0,0.0,85.5,295.25,0.0
2020-10-01 00:00:00+00:00,21.15,162.15,323.25,330.35,0.0,0.0,0.0,40.0,0.0,2497.4,60.5,297.9,1002.4,529.25,0.0,119.4,1632.05,2945.45,24.1,27.4,5.7,463.0,32.3,67.5,0.0,41.3,0.0,106.6,71.65,0.0,0.0,0.0,55.8,812.5,19.45,378.0,23.65,124.25,0.0,0.0,170.7,197.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,0.0,0.0,0.0,24.65,0.0,0.0,28.95,0.0,127.1,69.9,416.75,6.55,0.0,84.6,0.0,221.85,0.0,217.75,101.55,0.0,0.0,1405.6,72.0,0.0,0.0,0.0,31.95,13.3,0.0,0.0,8.25,425.05,1955.65,0.0,91.55,321.8,0.0
2020-12-01 00:00:00+00:00,20.65,156.1,308.3,279.5,0.0,0.0,0.0,39.0,0.0,2226.45,45.0,253.05,943.55,518.05,0.0,118.3,1426.3,2900.75,21.0,24.0,5.4,450.65,24.8,67.5,0.0,39.55,0.0,96.7,68.25,0.0,0.0,0.0,53.85,802.6,17.5,352.0,22.25,115.3,0.0,0.0,154.1,183.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6,0.0,0.0,0.0,24.65,0.0,0.0,29.35,0.0,131.85,68.7,375.1,5.75,0.0,81.1,0.0,247.95,0.0,207.8,72.15,0.0,0.0,1186.9,55.3,0.0,0.0,0.0,27.3,9.0,0.0,0.0,7.5,349.45,1823.2,0.0,93.0,309.55,0.0
2021-01-01 00:00:00+00:00,20.65,156.1,308.3,279.5,0.0,0.0,0.0,39.0,0.0,2226.45,45.0,253.05,943.55,518.05,0.0,118.3,1426.3,2900.75,21.0,24.0,5.4,450.65,24.8,67.5,0.0,39.55,0.0,96.7,68.25,0.0,0.0,0.0,53.85,802.6,17.5,352.0,22.25,115.3,0.0,0.0,154.1,183.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6,0.0,0.0,0.0,24.65,0.0,0.0,29.35,0.0,131.85,68.7,375.1,5.75,0.0,81.1,0.0,247.95,0.0,207.8,72.15,0.0,0.0,1186.9,55.3,0.0,0.0,0.0,27.3,9.0,0.0,0.0,7.5,349.45,1823.2,0.0,93.0,309.55,0.0
2021-03-01 00:00:00+00:00,21.15,162.15,323.25,330.35,0.0,0.0,0.0,40.0,0.0,2497.4,60.5,297.9,1002.4,529.25,0.0,119.4,1632.05,2945.45,24.1,27.4,5.7,463.0,32.3,67.5,0.0,41.3,0.0,106.6,71.65,0.0,0.0,0.0,55.8,812.5,19.45,378.0,23.65,124.25,0.0,0.0,170.7,197.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,0.0,0.0,0.0,24.65,0.0,0.0,28.95,0.0,127.1,69.9,416.75,6.55,0.0,84.6,0.0,221.85,0.0,217.75,101.55,0.0,0.0,1405.6,72.0,0.0,0.0,0.0,31.95,13.3,0.0,0.0,8.25,425.05,1955.65,0.0,91.55,321.8,0.0
2021-06-01 00:00:00+00:00,20.5,147.6,278.1,274.25,0.0,0.0,0.0,36.8,0.0,2075.0,45.0,235.05,925.7,519.1,0.0,118.3,1394.25,2868.05,19.5,21.8,5.4,428.6,24.8,67.5,0.0,36.45,0.0,93.9,69.35,0.0,0.0,0.0,51.6,748.85,16.5,327.05,22.0,114.0,0.0,0.0,147.1,181.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,24.65,0.0,0.0,28.1,0.0,99.85,60.0,336.9,5.75,0.0,67.0,0.0,207.7,0.0,188.25,66.15,0.0,0.0,1123.9,49.35,0.0,0.0,0.0,23.25,7.0,0.0,0.0,7.0,330.75,1722.0,0.0,85.5,295.25,0.0
2021-10-01 00:00:00+00:00,21.15,162.15,323.25,330.35,0.0,0.0,0.0,40.0,0.0,2497.4,60.5,297.9,1002.4,529.25,0.0,119.4,1632.05,2945.45,24.1,27.4,5.7,463.0,32.3,67.5,0.0,41.3,0.0,106.6,71.65,0.0,0.0,0.0,55.8,812.5,19.45,378.0,23.65,124.25,0.0,0.0,170.7,197.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,0.0,0.0,0.0,24.65,0.0,0.0,28.95,0.0,127.1,69.9,416.75,6.55,0.0,84.6,0.0,221.85,0.0,217.75,101.55,0.0,0.0,1405.6,72.0,0.0,0.0,0.0,31.95,13.3,0.0,0.0,8.25,425.05,1955.65,0.0,91.55,321.8,0.0
2021-12-01 00:00:00+00:00,20.65,156.1,308.3,279.5,0.0,0.0,0.0,39.0,0.0,2226.45,45.0,253.05,943.55,518.05,0.0,118.3,1426.3,2900.75,21.0,24.0,5.4,450.65,24.8,67.5,0.0,39.55,0.0,96.7,68.25,0.0,0.0,0.0,53.85,802.6,17.5,352.0,22.25,115.3,0.0,0.0,154.1,183.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6,0.0,0.0,0.0,24.65,0.0,0.0,29.35,0.0,131.85,68.7,375.1,5.75,0.0,81.1,0.0,247.95,0.0,207.8,72.15,0.0,0.0,1186.9,55.3,0.0,0.0,0.0,27.3,9.0,0.0,0.0,7.5,349.45,1823.2,0.0,93.0,309.55,0.0
