Plant Code,Plant Name,State,County,Latitude,Longitude,NERC Region,Balancing Authority Code,Nameplate Capacity (MW),Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Generator Count,Year,Month,Charge (MWh),Discharge (MWh),Net Gen (MWh)
141,Agua Fria,AZ,Maricopa,33.5561,-112.2153,WECC,SRP,25.0,100.0,25.0,25.0,1,2022,4.0,1308.0,1107.0,-201.0
141,Agua Fria,AZ,Maricopa,33.5561,-112.2153,WECC,SRP,25.0,100.0,25.0,25.0,1,2022,5.0,2385.0,2034.0,-351.0
141,Agua Fria,AZ,Maricopa,33.5561,-112.2153,WECC,SRP,25.0,100.0,25.0,25.0,1,2022,6.0,2505.0,2095.0,-410.0
141,Agua Fria,AZ,Maricopa,33.5561,-112.2153,WECC,SRP,25.0,100.0,25.0,25.0,1,2022,7.0,2464.0,2072.0,-392.0
141,Agua Fria,AZ,Maricopa,33.5561,-112.2153,WECC,SRP,25.0,100.0,25.0,25.0,1,2022,8.0,2471.0,2204.0,-267.0
141,Agua Fria,AZ,Maricopa,33.5561,-112.2153,WECC,SRP,25.0,100.0,25.0,25.0,1,2022,9.0,2276.0,2034.0,-242.0
141,Agua Fria,AZ,Maricopa,33.5561,-112.2153,WECC,SRP,25.0,100.0,25.0,25.0,1,2022,10.0,2691.0,2336.0,-355.0
141,Agua Fria,AZ,Maricopa,33.5561,-112.2153,WECC,SRP,25.0,100.0,25.0,25.0,1,2022,11.0,2290.0,1854.0,-436.0
141,Agua Fria,AZ,Maricopa,33.5561,-112.2153,WECC,SRP,25.0,100.0,25.0,25.0,1,2022,12.0,199.0,39.0,-159.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,400.0,400.0,400.0,2,2021,1.0,,,
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,400.0,400.0,400.0,2,2021,2.0,,,
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,400.0,400.0,400.0,2,2021,3.0,,,
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,400.0,400.0,400.0,2,2021,4.0,,,
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,400.0,400.0,400.0,2,2021,5.0,0.0,0.0,0.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,400.0,400.0,400.0,2,2021,6.0,27987.0,23623.0,-4364.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,400.0,400.0,400.0,2,2021,7.0,35190.0,28808.0,-6382.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,400.0,400.0,400.0,2,2021,8.0,54876.0,46752.0,-8124.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,400.0,400.0,400.0,2,2021,9.0,16424.0,14600.0,-1824.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,400.0,400.0,400.0,2,2021,10.0,9184.0,7226.0,-1958.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,400.0,400.0,400.0,2,2021,11.0,7439.0,5981.0,-1458.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,400.0,400.0,400.0,2,2021,12.0,7020.0,5448.0,-1572.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,1600.0,400.0,400.0,2,2022,1.0,5625.0,4191.0,-1434.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,1600.0,400.0,400.0,2,2022,2.0,4864.0,3575.0,-1289.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,1600.0,400.0,400.0,2,2022,3.0,605.0,0.0,-605.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,1600.0,400.0,400.0,2,2022,4.0,256.0,1332.0,1076.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,1600.0,400.0,400.0,2,2022,5.0,4905.0,3443.0,-1462.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,1600.0,400.0,400.0,2,2022,6.0,35878.0,29900.0,-5978.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,1600.0,400.0,400.0,2,2022,7.0,43931.0,36821.0,-7110.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,1600.0,400.0,400.0,2,2022,8.0,44670.0,36745.0,-7925.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,1600.0,400.0,400.0,2,2022,9.0,33980.0,28739.0,-5241.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,1600.0,400.0,400.0,2,2022,10.0,37056.0,30894.0,-6162.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,1600.0,400.0,400.0,2,2022,11.0,40575.0,34935.0,-5640.0
260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,36.804837,-121.782241,WECC,CISO,400.0,1600.0,400.0,400.0,2,2022,12.0,61908.0,52948.0,-8960.0
389,El Centro,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2018,1.0,607.0,311.0,-296.0
389,El Centro,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2018,2.0,715.0,438.0,-277.0
389,El Centro,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2018,3.0,592.0,305.0,-287.0
389,El Centro,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2018,4.0,510.0,346.0,-164.0
389,El Centro,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2018,5.0,370.0,202.0,-168.0
389,El Centro,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2018,6.0,319.0,151.0,-168.0
389,El Centro,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2018,7.0,515.0,198.0,-317.0
389,El Centro,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2018,8.0,384.0,83.0,-301.0
389,El Centro,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2018,9.0,367.0,91.0,-276.0
389,El Centro,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2018,10.0,447.0,154.0,-293.0
389,El Centro,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2018,11.0,651.0,344.0,-307.0
389,El Centro,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2018,12.0,444.0,139.0,-305.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2019,1.0,444.0,158.0,-286.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2019,2.0,513.0,244.0,-269.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2019,3.0,619.0,310.0,-309.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2019,4.0,501.0,325.0,-176.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2019,5.0,454.0,275.0,-179.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2019,6.0,444.0,278.0,-166.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2019,7.0,482.0,187.0,-295.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2019,8.0,528.0,218.0,-310.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2019,9.0,497.0,200.0,-297.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2019,10.0,593.0,295.0,-298.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2019,11.0,612.0,318.0,-294.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2019,12.0,639.0,345.0,-294.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2020,1.0,778.0,460.0,-318.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2020,2.0,967.0,653.0,-314.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2020,3.0,918.0,586.0,-332.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2020,4.0,761.0,452.0,-309.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2020,5.0,583.0,399.0,-184.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2020,6.0,444.0,278.0,-166.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2020,7.0,617.0,299.0,-318.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2020,8.0,598.0,277.0,-321.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2020,9.0,619.0,317.0,-302.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2020,10.0,669.0,365.0,-298.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2020,11.0,610.0,335.0,-275.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2020,12.0,680.0,412.0,-268.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2021,1.0,510.0,269.0,-241.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2021,2.0,447.0,204.0,-243.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2021,3.0,535.0,248.0,-287.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2021,4.0,458.0,300.0,-158.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2021,5.0,395.0,265.0,-130.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2021,6.0,233.0,217.0,-16.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2021,7.0,259.0,107.0,-152.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2021,8.0,243.0,60.0,-183.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2021,9.0,320.0,64.0,-256.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2021,10.0,401.0,121.0,-280.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2021,11.0,327.0,68.0,-259.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2021,12.0,326.0,57.0,-269.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2022,1.0,400.0,126.0,-247.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2022,2.0,328.0,87.0,-241.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2022,3.0,293.0,31.0,-262.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2022,4.0,339.0,198.0,-141.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2022,5.0,358.0,211.0,-147.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2022,6.0,284.0,144.0,-140.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2022,7.0,293.0,22.0,-271.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2022,8.0,607.0,326.0,-281.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2022,9.0,687.0,429.0,-258.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2022,10.0,555.0,272.0,-283.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2022,11.0,486.0,216.0,-270.0
389,El Centro Hybrid,CA,Imperial,32.802222,-115.54,WECC,IID,30.0,20.0,30.0,30.0,1,2022,12.0,499.0,224.0,-275.0
645,Big Bend,FL,Hillsborough,27.7944,-82.4036,SERC,TEC,12.6,26.1,12.6,12.6,1,2022,1.0,0.0,0.0,0.0
645,Big Bend,FL,Hillsborough,27.7944,-82.4036,SERC,TEC,12.6,26.1,12.6,12.6,1,2022,2.0,0.0,0.0,0.0
645,Big Bend,FL,Hillsborough,27.7944,-82.4036,SERC,TEC,12.6,26.1,12.6,12.6,1,2022,3.0,0.0,0.0,0.0
645,Big Bend,FL,Hillsborough,27.7944,-82.4036,SERC,TEC,12.6,26.1,12.6,12.6,1,2022,4.0,0.0,0.0,0.0
645,Big Bend,FL,Hillsborough,27.7944,-82.4036,SERC,TEC,12.6,26.1,12.6,12.6,1,2022,5.0,0.0,0.0,0.0
645,Big Bend,FL,Hillsborough,27.7944,-82.4036,SERC,TEC,12.6,26.1,12.6,12.6,1,2022,6.0,,,
645,Big Bend,FL,Hillsborough,27.7944,-82.4036,SERC,TEC,12.6,26.1,12.6,12.6,1,2022,7.0,0.0,0.0,0.0
645,Big Bend,FL,Hillsborough,27.7944,-82.4036,SERC,TEC,12.6,26.1,12.6,12.6,1,2022,8.0,0.0,0.0,0.0
645,Big Bend,FL,Hillsborough,27.7944,-82.4036,SERC,TEC,12.6,26.1,12.6,12.6,1,2022,9.0,0.0,0.0,0.0
645,Big Bend,FL,Hillsborough,27.7944,-82.4036,SERC,TEC,12.6,26.1,12.6,12.6,1,2022,10.0,,,
645,Big Bend,FL,Hillsborough,27.7944,-82.4036,SERC,TEC,12.6,26.1,12.6,12.6,1,2022,11.0,0.0,0.0,0.0
645,Big Bend,FL,Hillsborough,27.7944,-82.4036,SERC,TEC,12.6,26.1,12.6,12.6,1,2022,12.0,0.0,0.0,0.0
792,Palaau Power,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2018,1.0,0.0,0.0,0.0
792,Palaau Power,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2018,2.0,0.0,0.0,0.0
792,Palaau Power,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2018,3.0,0.0,0.0,0.0
792,Palaau Power,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2018,4.0,0.0,0.0,0.0
792,Palaau Power,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2018,5.0,0.0,0.0,0.0
792,Palaau Power,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2018,6.0,0.0,0.0,0.0
792,Palaau Power,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2018,7.0,0.0,0.0,0.0
792,Palaau Power,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2018,8.0,0.0,0.0,0.0
792,Palaau Power,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2018,9.0,0.0,0.0,0.0
792,Palaau Power,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2018,10.0,0.0,0.0,0.0
792,Palaau Power,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2018,11.0,0.0,0.0,0.0
792,Palaau Power,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2018,12.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2019,1.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2019,2.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2019,3.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2019,4.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2019,5.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2019,6.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2019,7.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2019,8.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2019,9.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2019,10.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2019,11.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,HICC,,2.0,2.0,0.5,0.5,1,2019,12.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2020,1.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2020,2.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2020,3.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2020,4.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2020,5.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2020,6.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2020,7.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2020,8.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2020,9.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2020,10.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2020,11.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2020,12.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2021,1.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2021,2.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2021,3.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2021,4.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2021,5.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2021,6.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2021,7.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2021,8.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2021,9.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2021,10.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2021,11.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2021,12.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2022,1.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2022,2.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2022,3.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2022,4.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2022,5.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2022,6.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2022,7.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2022,8.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2022,9.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2022,10.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2022,11.0,0.0,0.0,0.0
792,Palaau Power Hybrid,HI,Maui,21.106,-157.0647,,,2.0,2.0,0.5,0.5,1,2022,12.0,0.0,0.0,0.0
990,Harding Street,IN,Marion,39.711319,-86.196867,RFC,MISO,20.0,20.0,20.0,20.0,1,2018,1.0,0.0,0.0,0.0
990,Harding Street,IN,Marion,39.711319,-86.196867,RFC,MISO,20.0,20.0,20.0,20.0,1,2018,2.0,0.0,0.0,0.0
990,Harding Street,IN,Marion,39.711319,-86.196867,RFC,MISO,20.0,20.0,20.0,20.0,1,2018,3.0,0.0,0.0,0.0
